,value(\)
29625,206.8460489355683
29626,204.2816731225444
29627,322.7062815515519
29628,243.10334192460996
29629,226.0288599658952
29630,248.12289101819928
29631,179.0562246110885
29632,278.07763742909555
29633,307.69931225387086
29634,251.88489928878977
29635,198.02806284170066
29636,236.91638373032876
29637,319.1694418591919
29638,309.20797235558035
29639,216.6096515950232
29640,242.20613230976758
29641,245.02891423666105
29642,315.91657847307425
29643,233.55954331804006
29644,296.0503967296266
29645,182.98588624479788
29646,319.13750307090896
29647,254.86283556068298
29648,205.55484987745697
29649,252.1213505319814
29650,347.0219197937066
29651,257.82242375607257
29652,261.2682067935112
29653,170.62669414427415
29654,182.707442483024
29655,211.74347115425076
29656,293.09021059973065
29657,287.12502941461725
29658,199.91387106094447
29659,306.2415182972308
29660,180.19158843394845
29661,247.70196652466475
29662,243.51942226708488
29663,223.84892879653208
29664,193.80030348215146
29665,340.49567103030694
29666,253.90326915119496
29667,235.967368549939
29668,254.44192015478052
29669,297.060006465743
29670,137.9728479966633
29671,298.949995693693
29672,274.17582905963536
29673,187.5270689704372
29674,240.2882231934902
29675,232.95922950702078
29676,162.16269212910768
29677,273.590759471567
29678,236.52335457081512
29679,299.63810189379706
29680,272.58492381056897
29681,257.78844180584304
29682,268.08926248015496
29683,332.9895130106793
29684,241.3888147141929
29685,219.99780008369464
29686,226.24252037891745
29687,307.1770015464101
29688,260.65559130941585
29689,296.4979877581874
29690,204.4957094320285
29691,334.1339742457157
29692,208.96932199894258
29693,181.565886919358
29694,331.64405704609464
29695,302.41546935853165
29696,234.55005680899913
29697,206.00067250618892
29698,189.73182911886482
29699,268.46810396925474
29700,183.59289582466695
29701,219.35460046187453
29702,249.7053704795055
29703,199.33236650443473
29704,253.90487869419962
29705,265.22405075695156
29706,225.800691728923
29707,179.0895634959692
29708,264.7531515771397
29709,151.20124247632663
29710,315.81735162041065
29711,222.58239411126607
29712,289.2552307763867
29713,369.9952113504186
29714,307.01333528392615
29715,237.84949509988155
29716,190.48822583772989
29717,264.33115081237867
29718,204.76820601520495
29719,204.2785981496812
29720,116.87574871691419
29721,204.74816587918556
29722,271.5993032642535
29723,270.43725654618225
29724,280.43919538951207
29725,320.10710418864784
29726,327.1033003265489
29727,248.99963718183525
29728,193.35057769050815
29729,256.19029391843077
29730,194.74122857070148
29731,328.7930216860736
29732,278.30484677596655
29733,299.3510031622956
29734,187.0184559992357
29735,111.99750851969398
29736,259.8508317656068
29737,169.71713540063854
29738,282.00295740762624
29739,154.67757051683995
29740,303.470946373283
29741,234.0596505579238
29742,258.97769431253545
29743,268.9316685200775
29744,272.4458192309885
29745,161.23673978864332
29746,202.59448502466503
29747,223.60713846205948
29748,238.7759278508118
29749,280.2648755241148
29750,234.4944187180906
29751,237.10413143599408
29752,272.1703663247112
29753,311.2634398078836
29754,244.77675518367664
29755,254.69354453382937
29756,179.76482613248322
29757,283.0924661139442
29758,318.8301431848571
29759,254.0036100243021
29760,335.28773180698107
29761,293.0173966357669
29762,280.9878591836886
29763,280.60782888116876
29764,320.50222554635036
29765,279.87817167558
29766,280.35694298899114
29767,207.8261995464918
29768,207.75146881509974
29769,306.36022694117446
29770,231.05122175221467
29771,286.22388068825444
29772,311.14829520772804
29773,276.03487587116007
29774,201.43784126511136
29775,273.1255336141597
29776,198.78307639310862
29777,310.1242172378681
29778,168.1889890303341
29779,202.78862070224022
29780,242.99913349102061
29781,232.40557207181604
29782,159.43952891560386
29783,272.9456990803149
29784,230.07101681823158
29785,264.2460604848845
29786,190.12253509195222
29787,236.6879764330169
29788,296.6190026645461
29789,253.01545980520402
29790,234.8315095006294
29791,249.99627062557656
29792,296.7652354504543
29793,206.94075216595655
29794,198.8972200135327
29795,221.50396830310675
29796,228.39692659535984
29797,274.91458855078014
29798,279.5528314526889
29799,201.47767163051492
29800,236.36451936743362
29801,180.42289119643362
29802,294.92221233618795
29803,224.3672401039698
29804,284.67676099560526
29805,247.49551758758187
29806,265.55066042148064
29807,223.39882376103438
29808,285.81160917999387
29809,246.33812975206354
29810,215.51418466550703
29811,322.6399083412616
29812,220.44317031736645
29813,252.24799144435858
29814,231.44529533276335
29815,293.9720915510554
29816,296.9184951727531
29817,267.842129158319
29818,218.92971649895904
29819,207.15199956129447
29820,316.51016336959117
29821,213.36761983925075
29822,336.90793404407714
29823,229.34763822686142
29824,180.71122302573605
29825,221.24358989097533
29826,211.6647985146242
29827,283.02961580700855
29828,290.03063724397623
29829,254.33449499112834
29830,334.61575384535695
29831,273.4522871142563
29832,218.13802942953697
29833,261.3541848556259
29834,300.756942939766
29835,215.21172653742605
29836,202.51874918004546
29837,299.5108576644448
29838,310.42900323725166
29839,231.2695987420077
29840,223.50995075894173
29841,199.99757269010004
29842,218.09428959766427
29843,320.31339419724327
29844,277.7572701456668
29845,177.1826041289337
29846,157.18259468629338
29847,300.6941422431569
29848,267.8425961910909
29849,238.0271154719143
29850,245.868557714681
29851,303.2165968332785
29852,343.285923487994
29853,212.60518133390357
29854,246.04025719671856
29855,183.9725435728358
29856,177.16583654042807
29857,279.3358175322871
29858,217.98557912544362
29859,250.843132645245
29860,238.432492151707
29861,197.85252981684812
29862,232.20492132514357
29863,204.2448707414697
29864,235.45131878842867
29865,165.89345992068405
29866,267.95562585621235
29867,307.78748472258917
29868,267.6074214893381
29869,252.42561949452772
29870,257.27159909197513
29871,256.292462511427
29872,254.02659357118333
29873,208.57528541344354
29874,297.0486427941929
29875,172.62844885435402
29876,253.48638635493128
29877,298.56001344884965
29878,235.6840559616262
29879,230.30132266436505
29880,264.50170568824143
29881,231.49464738886243
29882,325.34411926569703
29883,296.49678149523015
29884,230.0821373034587
29885,202.09864658230984
29886,142.87671356379605
29887,272.37053676228004
29888,224.1828751514791
29889,207.50649872148284
29890,293.19271746829196
29891,251.25496513593333
29892,250.52294140707053
29893,133.51990426088136
29894,248.79669627527963
29895,344.08382894237434
29896,281.95505288152964
29897,380.16601670401036
29898,253.99906573125256
29899,170.31574193652108
29900,161.87495511765928
29901,264.8225850278989
29902,300.17424677642197
29903,268.2359478219158
29904,278.0888588375314
29905,219.59001912352468
29906,236.66602222416424
29907,265.02514008393916
29908,324.01682136251117
29909,251.64939104558977
29910,318.770340656838
29911,154.23462505723717
29912,277.90253582768736
29913,329.04564843480455
29914,193.05611510123418
29915,226.99729100526574
29916,329.4477772032652
29917,229.584840609404
29918,287.5538728724958
29919,276.1709012722453
29920,131.79347432419087
29921,245.27127436914262
29922,168.8023537068172
29923,280.5913441688098
29924,353.47729634290533
29925,225.4549007821874
29926,241.80355951849654
29927,221.62169665285285
29928,319.81281200969505
29929,312.2081852473739
29930,253.63665787344925
29931,250.52889139254904
29932,212.47782433070807
29933,333.73965190187556
29934,256.7848371092049
29935,223.04908793879898
29936,310.7426819271933
29937,286.240722932709
29938,259.1687002091045
29939,276.64788680753634
29940,273.9956880802062
29941,267.179362548133
29942,165.1822941725036
29943,317.4827333317688
29944,288.68167014726856
29945,272.4176878379546
29946,218.10015683700814
29947,168.92443649480202
29948,264.83533785023945
29949,212.93699199623714
29950,198.819606403605
29951,221.6492895191071
29952,194.9182394455641
29953,246.87322747906603
29954,339.5323925946671
29955,295.09889476448484
29956,270.2626365117641
29957,277.11099563748826
29958,197.03880350816914
29959,235.1467922495659
29960,350.23926140652424
29961,332.51451998520423
29962,333.5154171963694
29963,215.97579806725787
29964,339.3301442960583
29965,256.3343478675538
29966,279.407827351006
29967,273.8641796907131
29968,327.6308305138086
29969,139.01247552029548
29970,242.74718926300142
29971,315.5730113214513
29972,214.1424396524407
29973,240.3234331549754
29974,199.8590894656922
29975,329.1860281037041
29976,213.90552934204538
29977,296.52541200695487
29978,197.24074704686637
29979,234.5444827328892
29980,154.20532592604604
29981,285.1407032330403
29982,223.9691027689496
29983,211.19672790819828
29984,307.80654450660853
29985,211.46801039315446
29986,300.8466675626592
29987,215.97068663515373
29988,299.2000938891077
29989,189.45914827952907
29990,235.5225253328152
29991,236.15462487145624
29992,220.4145034852974
29993,258.6081819734712
29994,143.09887346140363
29995,255.39085682641013
29996,219.26147443029436
29997,309.8750765750711
29998,279.685817473808
29999,218.4138130298525
30000,279.4573378729497
30001,190.87902340875894
30002,259.7210968036735
30003,287.85281153874615
30004,305.3628739258916
30005,298.38943996010306
30006,226.99186921280187
30007,415.637089746635
30008,239.86518064320933
30009,264.8405701079805
30010,281.8078601216208
30011,255.158634453583
30012,247.61178325004173
30013,298.9191937072249
30014,263.072368781185
30015,221.68894750692266
30016,174.0649642168509
30017,262.4139029516474
30018,294.73526165476534
30019,321.8678996957138
30020,280.213218980452
30021,214.59540508705933
30022,360.05304001685533
30023,259.70676243267854
30024,241.91488083290733
30025,235.22980001737116
30026,252.27805638570183
30027,201.57877413781094
30028,262.3174473964406
30029,267.0834629820248
30030,274.39709623656427
30031,250.2444982639997
30032,322.1561288316965
30033,254.8971852339295
30034,326.35869279842746
30035,183.80453519631413
30036,281.2300751686742
30037,234.8436673690992
30038,223.09898250672018
30039,239.73581202032315
30040,239.05443688851153
30041,309.35712778267794
30042,261.47640774614734
30043,274.542581575325
30044,207.2935289463865
30045,202.6793777656517
30046,258.3160807815512
30047,221.51033971249933
30048,278.56943924217137
30049,333.9423954674407
30050,226.8478028226863
30051,279.6514299261685
30052,292.13158188233376
30053,134.88464317978213
30054,286.38955506889073
30055,257.388327701178
30056,269.72552144361157
30057,179.34385163134147
30058,179.88989484866414
30059,224.35283053923214
30060,292.22247708366183
30061,324.08820321435155
30062,235.04069249849317
30063,274.7664402217281
30064,198.2622716259155
30065,254.76342457365234
30066,215.37300602754829
30067,262.6257353819491
30068,253.01001231481584
30069,307.8897882719284
30070,187.80033738396395
30071,288.302747459223
30072,336.07810681524
30073,267.86613759894396
30074,263.8683998078518
30075,318.73390087008744
30076,237.6507430747692
30077,307.4703461373521
30078,301.02660057824596
30079,132.01701348978926
30080,254.75061854069787
30081,243.6890505689583
30082,318.27229294899644
30083,236.36649276640534
30084,237.87332585567634
30085,219.63214275274314
30086,268.75990621822933
30087,253.49359172213582
30088,210.17884696230695
30089,233.65313907053076
30090,278.64050439018826
30091,193.03633989799258
30092,299.72160893375695
30093,191.2244619569796
30094,247.46845071624224
30095,251.2339716291963
30096,331.45705162857666
30097,307.9979793751819
30098,202.53203360874474
30099,268.7620268490057
30100,168.77270036809853
30101,269.9270401698629
30102,301.0200778955462
30103,218.69153143435497
30104,308.5295955454504
30105,299.2302837362659
30106,173.13213490879602
30107,263.45772317852703
30108,198.13679558140194
30109,188.60218536780857
30110,318.8706170510537
30111,195.12801137602474
30112,244.88893971652243
30113,335.6538388680044
30114,264.3778466968158
30115,189.57207739779113
30116,248.36730621388696
30117,250.1684795198865
30118,321.25331711808997
30119,252.35151851254716
30120,245.71446955365306
30121,183.68627646236988
30122,267.6798096285265
30123,354.0607273793009
30124,362.5488655378467
30125,213.4368792793568
30126,237.54212168635004
30127,365.56792773596726
30128,252.9933273145545
30129,243.17130401024096
30130,239.89831655356804
30131,267.8866465257872
30132,314.44980678546636
30133,258.8400724388943
30134,254.153715889988
30135,227.0248976541665
30136,214.8680343393327
30137,236.8282212482915
30138,155.41509892387387
30139,204.86959388388274
30140,301.802407322283
30141,270.8108057222102
30142,217.81378057298338
30143,383.05199579363887
30144,333.09604896314374
30145,350.4596687896266
30146,301.4856070920303
30147,258.65120938100773
30148,271.54098929451305
30149,283.32368063748027
30150,289.58251030459155
30151,244.55542037688772
30152,323.4956113073516
30153,259.6508887210162
30154,257.2144717727286
30155,191.12458328363533
30156,277.6122174276465
30157,290.7485242133101
30158,306.206351475779
30159,271.998065281441
30160,272.11044071429797
30161,239.29769239867713
30162,267.3268226546858
30163,287.31124165529974
30164,214.41455712484859
30165,252.0407673898375
30166,243.29407958248208
30167,159.5940773730508
30168,212.59114417013484
30169,240.24875421179246
30170,269.16618346334184
30171,168.62763574622053
30172,246.65735274556548
30173,199.97044358830686
30174,288.8777947736276
30175,316.99299733068915
30176,252.41135748624282
30177,231.55326794034994
30178,292.733747300738
30179,272.13505739705045
30180,213.8173423872673
30181,137.4151083095287
30182,303.0887467146069
30183,206.74705663424712
30184,180.16898835360425
30185,263.0835700457377
30186,241.95845641606044
30187,234.4601414898546
30188,230.7108071138893
30189,210.88079539923055
30190,248.69688198427562
30191,226.31605776151312
30192,277.55559039341796
30193,238.87890692622614
30194,209.97051368194687
30195,238.09238700056827
30196,149.50316080681088
30197,208.47697018831934
30198,229.49811415714146
30199,273.6987333754176
30200,277.93614497951654
30201,150.97282536061982
30202,274.8015622947584
30203,276.3565122983668
30204,255.34445011366785
30205,221.27328952649242
30206,136.97306286936282
30207,307.9738122003575
30208,290.56062918394764
30209,228.95160283564144
30210,305.8303612201195
30211,261.9659601678803
30212,276.4622578156064
30213,256.9716479620517
30214,219.5132805465887
30215,200.48053512501653
30216,262.931098049658
30217,324.6959218281395
30218,206.7527172414743
30219,256.72460833369325
30220,236.89298441767582
30221,232.12778486217567
30222,232.02997512216115
30223,266.50302876734594
30224,185.92498223892977
30225,243.25126717303218
30226,213.88896644466377
30227,178.63527966186092
30228,295.0895490962599
30229,269.6934536877929
30230,287.9001226765089
30231,200.63717850656758
30232,242.91935513272713
30233,244.42900438940504
30234,254.0574840613064
30235,242.64470962231306
30236,271.9558530772073
30237,252.14199334263407
30238,206.91053129024328
30239,266.3401062219539
30240,302.4763119984325
30241,183.10906275953857
30242,221.4457148121386
30243,208.79232691190808
30244,287.12517554718306
30245,259.5821266814753
30246,230.01614105440464
30247,225.06514655957665
30248,382.52061640774946
30249,200.59708459072095
30250,266.69203993875914
30251,184.0714773103607
30252,221.31144723985497
30253,224.02433843905598
30254,261.73164631846794
30255,335.4987335837852
30256,230.95953264806434
30257,213.23107426260805
30258,263.9563684933887
30259,194.01639577892934
30260,242.08352571676267
30261,301.6803893833282
30262,279.0525043281801
30263,182.34785591668617
30264,237.43606438922575
30265,209.60288183348848
30266,314.38484341132965
30267,241.0867506855123
30268,266.1991041416163
30269,184.3969144730329
30270,203.52421613630614
30271,238.73900282102133
30272,261.28245573882015
30273,256.98814796560896
30274,288.12184916378277
30275,239.59159712240404
30276,207.31526446681883
30277,265.38245793899216
30278,258.64113276112164
30279,227.59296796198208
30280,205.45359750070799
30281,160.90956626353437
30282,329.8147289691465
30283,275.8264830579515
30284,293.01284965097284
30285,289.4366304952076
30286,304.5428967373452
30287,229.17114828049495
30288,251.71456734266525
30289,365.2145175787388
30290,267.10956115158655
30291,330.30249800310264
30292,299.28791900621286
30293,243.7442805457838
30294,275.5908022815462
30295,227.17481112788914
30296,287.60389218598834
30297,227.72463098366723
30298,266.0634557778552
30299,330.276939364728
30300,269.42637376433197
30301,141.70959829382394
30302,264.52527176407364
30303,244.80790122048492
30304,294.2467112071738
30305,304.8204319805479
30306,232.20347119927715
30307,132.80666121618071
30308,250.29389448079127
30309,251.4884620290316
30310,272.66830993746686
30311,218.5742876192078
30312,291.6948312140788
30313,324.9147415902123
30314,207.2474110051728
30315,260.27478235801743
30316,191.8672361823992
30317,248.48750424276645
30318,279.02540863544226
30319,209.48810083906574
30320,227.20823396713456
30321,268.3353389154649
30322,232.46164632438334
30323,259.24889645354483
30324,279.6005203461141
30325,220.2089963276059
30326,273.6295085283512
30327,337.09115974607283
30328,324.94875804840984
30329,360.5476205987209
30330,262.95371331662045
30331,238.72828729661376
30332,250.45825881189427
30333,269.2665614714976
30334,325.6960066582752
30335,275.460069024491
30336,316.0785331006275
30337,118.03588836971707
30338,255.2761165015917
30339,306.893156964644
30340,214.01059971693024
30341,253.8015407135758
30342,321.37501497390326
30343,132.07611083535022
30344,130.13116572949957
30345,247.48569345942215
30346,185.8471860211292
30347,194.25418769671145
30348,222.06411395001763
30349,112.51947757516692
30350,304.00258124822506
30351,240.36131970730776
30352,238.72285412656316
30353,262.82091126798707
30354,216.12877351243927
30355,113.84383439802417
30356,365.25491591140036
30357,287.94099790311276
30358,244.65430924254284
30359,249.85177709155914
30360,228.8104616259238
30361,258.06342964562316
30362,282.0838658248474
30363,236.06278498052197
30364,236.50331793813191
30365,209.78063617890362
30366,207.9387425615053
30367,250.32159617690186
30368,311.8765621488656
30369,298.1832316950011
30370,211.04507908670377
30371,284.1205431280281
30372,176.62968445009324
30373,269.3465336291275
30374,272.9029593212517
30375,295.96488973365626
30376,248.737326642144
30377,212.79722607258685
30378,261.05525133911806
30379,319.1751951771389
30380,192.51971396470356
30381,229.4927933870302
30382,277.6966310131346
30383,229.96597747257522
30384,249.84395725678274
30385,244.10106170024576
30386,270.3784803389512
30387,230.48755040124252
30388,239.1250389781466
30389,216.84640741848358
30390,224.76869948977264
30391,276.19535946811544
30392,208.57232767636543
30393,222.62498389724612
30394,275.89700140456443
30395,243.5921037905388
30396,307.43888660973045
30397,301.3044871894275
30398,223.31140617890838
30399,223.05714642169616
30400,311.38312819075696
30401,260.1701790091796
30402,274.04052460650996
30403,164.6842135628802
30404,263.05918278293007
30405,244.7666120404165
30406,207.48497747906708
30407,258.16087043905486
30408,259.83232099593044
30409,298.91838480683776
30410,283.6706552655435
30411,273.0449008841173
30412,291.1132353967886
30413,234.14456413334648
30414,172.80489686290034
30415,231.3239341154043
30416,191.55454092531923
30417,173.97377439362634
30418,314.47481433177404
30419,216.2780726584696
30420,222.54418729738856
30421,227.1385260295625
30422,204.81900369876732
30423,229.42573235014652
30424,283.53133547161
30425,274.9601151536893
30426,247.04277400779017
30427,193.70414297161423
30428,276.9918718013298
30429,280.97809812253
30430,240.32230116735388
30431,294.42944945890616
30432,175.2154162024528
30433,246.21890202403398
30434,104.25492064173474
30435,270.83235942960533
30436,175.57796423402215
30437,325.5964635916333
30438,269.8797379311861
30439,230.27351024259954
30440,335.5350556964022
30441,363.17186696505263
30442,205.03481257696768
30443,281.45808085567563
30444,156.91453778217735
30445,159.61787235511258
30446,247.47204123119255
30447,326.39887212513224
30448,243.6018435681047
30449,258.32699611710325
30450,230.3025615313372
30451,220.6836469988613
30452,241.5162882903972
30453,278.4025669278193
30454,188.51201809320926
30455,211.72540690324976
30456,234.17335671598119
30457,293.57373007090325
30458,306.106486017898
30459,173.40022297943062
30460,222.16566954228023
30461,174.74893122511395
30462,183.81117069436826
30463,268.81135640336146
30464,168.22128766345054
30465,124.69374317237151
30466,262.6602459576292
30467,282.06627264511235
30468,214.6693094500297
30469,303.85158709972086
30470,286.1922079814778
30471,276.4200031368564
30472,284.7764328944315
30473,220.97489422367315
30474,199.76999971506046
30475,276.6790134940109
30476,314.338877734709
30477,323.192923122176
30478,252.9970199699725
30479,254.82355004962133
30480,325.04333913933056
30481,289.9283074332323
30482,320.25408926405805
30483,157.26647855241953
30484,246.6974833635575
30485,262.1926475038981
30486,234.4844912156431
30487,216.22855111219053
30488,355.7932051003311
30489,221.35937870991938
30490,353.95881471417783
30491,316.07492349076637
30492,289.85434189775236
30493,271.7653308944843
30494,298.5641706287515
30495,170.80548892778563
30496,202.31890235653447
30497,299.3473613524472
30498,235.85499592523854
30499,258.71932651994433
30500,170.04730399268425
30501,210.85227606335573
30502,259.6805286042755
30503,299.02259893590565
30504,294.08011872592596
30505,344.61553077901556
30506,332.45445540093397
30507,256.60989414637885
30508,259.2897226355589
30509,272.82804351815435
30510,308.49765876280304
30511,232.22258353495863
30512,274.1184240959508
30513,174.24864541208365
30514,169.24844924399514
30515,306.22223358452953
30516,206.41962557950745
30517,209.22469577723322
30518,343.5803837325174
30519,335.004614132279
30520,200.32386658277562
30521,317.9119427874761
30522,214.01405352268796
30523,260.7621942873252
30524,276.6010793099702
30525,273.3977705742519
30526,191.63321682958414
30527,323.8907299843602
30528,184.16889436178928
30529,200.6977860217753
30530,250.95548770761135
30531,268.45579589361796
30532,254.69529069330247
30533,287.9578820546323
30534,282.84691597961614
30535,287.57516470766177
30536,359.51616580966584
30537,253.83039334059296
30538,378.8558606012788
30539,344.48778755552996
30540,319.69209310267183
30541,243.4771038437727
30542,247.21022685935773
30543,286.4503169847103
30544,214.53491970797762
30545,264.29002676495304
30546,263.06823731024093
30547,308.3844613993982
30548,314.06900732984195
30549,264.7143663111908
30550,301.48489796910036
30551,296.252160893106
30552,202.3259290277482
30553,243.57946439508305
30554,375.2997897823844
30555,316.9539115781778
30556,334.8343369672615
30557,285.8878344776638
30558,195.96286736755678
30559,189.6515000326918
30560,148.50857238927148
30561,395.5982148962653
30562,242.70969493863967
30563,163.29121929205144
30564,231.12638406577997
30565,254.0799176132667
30566,240.89461610896961
30567,314.7082248294239
30568,229.83999040945085
30569,285.6256196207389
30570,245.86928020886717
30571,146.22708019057555
30572,222.99923077825179
30573,328.62941252719776
30574,245.7575667752937
30575,188.8872136984696
30576,228.33607523005324
30577,258.9704759296505
30578,245.28201076887007
30579,253.31359453798962
30580,196.36026077703235
30581,274.7142377199114
30582,152.18416120955766
30583,229.86733553202242
30584,268.2350491408883
30585,258.94778459710665
30586,235.18087910207458
30587,214.90416688111213
30588,203.20070672800034
30589,213.60354228008615
30590,173.0039723389398
30591,286.6670977989514
30592,298.0577059233792
30593,231.59629605672373
30594,322.999768515275
30595,226.92597007602615
30596,280.1150849150346
30597,253.46816685915906
30598,210.30021775121884
30599,153.92796208550035
30600,273.34371647024324
30601,264.75972160542915
30602,302.4985837867706
30603,258.4979374822988
30604,200.1212308383724
30605,242.2436964797055
30606,214.12211763747456
30607,232.24469033235573
30608,265.8667143733634
30609,247.4505892792649
30610,209.62263605421248
30611,304.25652917524206
30612,241.35636561683145
30613,256.0715405821212
30614,270.7566530978268
30615,166.7695983995053
30616,251.30682683915313
30617,107.92353853629649
30618,246.15462550771144
30619,209.41910403868195
30620,182.8172572211689
30621,212.8771346487639
30622,247.73618305682277
30623,221.22330551828261
30624,311.02523029698403
30625,300.3375503227282
30626,253.92526957323423
30627,237.61277749299154
30628,142.9791080453224
30629,311.24904534172697
30630,304.99412103955126
30631,268.67041379958624
30632,242.64192250940013
30633,283.72690692940193
30634,176.22482261594863
30635,267.00252002703303
30636,251.63975324551876
30637,214.68707795125135
30638,204.95894610477413
30639,220.52501660177538
30640,207.51420985089464
30641,368.0337584604815
30642,242.59241500239028
30643,219.93928938192744
30644,262.06491300340815
30645,218.67552178637203
30646,228.65660294489882
30647,322.06969612382085
30648,356.5180876351104
30649,279.01318745629163
30650,221.52543423658602
30651,248.0914795440473
30652,233.31426073267846
30653,223.84949460870047
30654,218.4692149716556
30655,198.39235284415395
30656,245.56557574187954
30657,206.0113812422755
30658,224.0932591994003
30659,347.494055984547
30660,263.784114586872
30661,273.79355078603265
30662,297.43527053479073
30663,258.94845616040186
30664,197.62808568096187
30665,265.70729213737235
30666,400.03918472852286
30667,201.55931304259414
30668,326.57426682251975
30669,250.97606333409135
30670,191.3829595369582
30671,258.71286774210023
30672,239.41195902346922
30673,226.64910661330575
30674,224.14882101500254
30675,201.8829445622409
30676,223.0670544806757
30677,299.6651567285336
30678,222.88957202670258
30679,221.74182287331837
30680,287.4201892725188
30681,234.38065407790242
30682,242.29161113994178
30683,260.97941070594266
30684,227.41553728707157
30685,211.4636586295022
30686,243.82782072141603
30687,297.54744334840126
30688,238.1396216944574
30689,190.85457963617222
30690,302.5494744171966
30691,182.37568073571498
30692,307.0105332798872
30693,224.2569427389165
30694,243.04070604170042
30695,280.9944262181495
30696,245.68961222141368
30697,254.8504625673828
30698,157.71102922038676
30699,238.3906951700272
30700,284.9702665826826
30701,405.71067827820764
30702,111.59948555123859
30703,323.6729188776578
30704,274.03138123155094
30705,250.64686279679327
30706,247.0333707392236
30707,183.00120684578377
30708,240.43419790291904
30709,211.8003416718285
30710,267.3164560248737
30711,194.84422944792308
30712,250.17438741253346
30713,202.62620555073988
30714,132.73167676605
30715,295.0986372504483
30716,240.03118639149403
30717,269.2486163940974
30718,301.7336722710646
30719,360.5088041164929
30720,176.91972103167768
30721,238.7695756850066
30722,237.4211522508212
30723,324.3749661427116
30724,332.0524629127888
30725,179.54399084786692
30726,246.60604462334788
30727,335.89275983078966
30728,227.71762669061835
30729,279.3755399455781
30730,315.5132706386276
30731,183.38748828664507
30732,218.0422194184946
30733,249.92689801273573
30734,146.79688325663793
30735,264.9714453973684
30736,297.00586063015714
30737,232.18801543595916
30738,223.77054625689217
30739,187.184018020416
30740,220.74424804754227
30741,230.6140365632687
30742,216.44821973615325
30743,216.19545579389765
30744,221.71734525639118
30745,283.6842837528674
30746,249.36894075887878
30747,222.54379398732013
30748,260.0018565450506
30749,317.3626590862092
30750,260.9950380895585
30751,170.76585388136203
30752,237.53537006953206
30753,225.06610261013492
30754,207.24955628396543
30755,254.38451392399492
30756,214.6390421174619
30757,254.74095456355155
30758,246.75727963678696
30759,275.5491743581219
30760,317.2789258547765
30761,304.5207021096557
30762,242.393795985389
30763,273.1736407947368
30764,194.37010172593222
30765,277.65705412127693
30766,185.19163419204375
30767,304.2600439029918
30768,241.11487893721687
30769,283.98700326694353
30770,191.3340411947127
30771,305.1598828900043
30772,234.70594851815054
30773,298.64785132013975
30774,266.8869537547255
30775,190.15305463091124
30776,300.4404245486999
30777,195.06119137399241
30778,242.14474105655248
30779,195.06213952694048
30780,289.08234464469103
30781,295.1132892920436
30782,247.94106470284248
30783,260.885622169654
30784,258.328605292367
30785,303.8121464490325
30786,239.74773533128268
30787,312.3640951176273
30788,261.87481453927785
30789,303.6187917579755
30790,248.34842030284514
30791,232.68330425852696
30792,237.65183375411831
30793,279.31536438217194
30794,295.5998633149692
30795,195.56351589004217
30796,284.2337884740117
30797,305.1130862805495
30798,253.3432641179678
30799,191.76384665426744
30800,296.172248245687
30801,229.3992302290174
30802,315.9099915794729
30803,318.72367603223006
30804,188.44085386385007
30805,340.7619611967651
30806,229.24066930569455
30807,261.36693503072036
30808,189.55755493814155
30809,346.5920287870082
30810,210.13465020908276
30811,227.50773318816846
30812,308.80942157352956
30813,236.21076726439256
30814,263.056423739076
30815,277.56313376094204
30816,244.97440257471058
30817,236.7539183232033
30818,192.74142702711106
30819,282.5939436175506
30820,257.5652533217532
30821,293.7317260989091
30822,274.7279275329581
30823,231.9450470422658
30824,218.56147167950115
30825,314.6013580999752
30826,224.32495790478788
30827,380.1842511287489
30828,320.68910043056377
30829,273.47283780562105
30830,257.95378610976496
30831,298.61244851346095
30832,193.60778927293043
30833,210.41995044877723
30834,230.456523228325
30835,327.4055501033316
30836,213.15865787363396
30837,259.1345137986129
30838,246.83871742854444
30839,242.1895082664445
30840,227.09636173696603
30841,262.3038057370084
30842,230.72597540281447
30843,197.64750233196017
30844,200.62484828531387
30845,178.0777225070606
30846,241.97560149627998
30847,213.76177900649378
30848,263.5486116941379
30849,215.91791950522082
30850,242.10076013825784
30851,180.7731053248905
30852,247.56979852540508
30853,232.32313752521773
30854,306.57983479802965
30855,343.26993005163956
30856,296.463273799114
30857,278.031630631169
30858,226.6557058086154
30859,338.16278740454817
30860,322.1645806478473
30861,215.72616775490482
30862,221.87673197949564
30863,244.66054451066586
30864,192.5052143068625
30865,285.26799065756177
30866,218.06834997607862
30867,295.9781896544645
30868,160.51591848662292
30869,187.72193826622993
30870,299.23769437376194
30871,278.5356951724262
30872,153.36734297763357
30873,250.21542113090786
30874,222.06653946687112
30875,221.93524383834097
30876,280.81188751979766
30877,252.60891134475844
30878,327.6938202921358
30879,216.19427731844246
30880,248.95867216919024
30881,275.93988857068734
30882,287.17052078574153
30883,262.0600893356276
30884,165.14306691164316
30885,264.63449729201045
30886,256.6598746737377
30887,296.4946262347384
30888,336.72344315206533
30889,177.5453561205369
30890,238.63136324614655
30891,256.58785141502375
30892,258.43646931367283
30893,333.96989363898535
30894,178.99758981238836
30895,246.23526270123685
30896,275.9867290823129
30897,195.7554228106215
30898,328.09931371868333
30899,299.586997897914
30900,255.3267226364074
30901,292.643657010615
